trip_id;trip_start_utc;driver_id;vehicle_id;pickup_zone;dropoff_zone;distance_km;duration_min;fare_amount;payment;platform;surge_multiplier
T33006654;2026-06-12T22:18:00+03:00;DR-1020;VH-027;West;North;4.61;19.7;14.22;cash;Direct;1.0
T33006655;2026-02-14T03:28:00+03:00;DR-1003;VH-005;Centre;Centre;6.81;23.8;17.9;CASH;CityHail;1.0
T33006656;2026-04-30T16:27:00+03:00;DR-1010;VH-034;East;Suburbs;3.12;14.2;16.44;wallet;RideGo;1.5
T33006657;2026-04-14T00:16:00+03:00;DR-1021;VH-020;West;Port;2.99;13.8;12.84;card;CityHail;1.2
T33006658;2026-03-14T11:21:00+03:00;DR-1029;VH-013;North;North;11.76;45.0;29.52;card;Direct;1.0
T33006659;2026-01-17T03:30:00+03:00;DR-1055;VH-039;Port;North;2.82;16.2;20.12;CASH;Direct;1.8
T33006660;2026-03-06T22:07:00+03:00;DR-1014;VH-007;Port;Airport;1.53;10.7;12.24;CASH;RideGo;1.5
T33006661;2026-06-29T01:55:00+03:00;DR-1057;VH-007;Airport;Suburbs;5.54;25.7;16.97;cash;CityHail;1.0
T33006662;2026-03-11T07:56:00+03:00;DR-1023;VH-015;Port;North;4.16;14.0;12.1;CASH;RideGo;1.0
T33006663;2026-05-11T13:00:00+03:00;DR-1052;VH-039;East;Port;6.37;24.8;21.2;card;CityHail;1.2
T33006664;2026-02-06T13:36:00+03:00;DR-1030;VH-031;West;Suburbs;2.78;13.8;18.83;CASH;Direct;1.8
T33006665;2026-04-20T06:54:00+03:00;DR-1028;VH-039;Port;West;1.4;5.9;9.99;cash;CityHail;1.5
T33006666;2026-02-05T21:06:00+03:00;DR-1030;VH-017;Centre;East;9.64;28.4;22.44;Card;RideGo;1.0
T33006667;2026-03-30T18:58:00+03:00;DR-1004;VH-038;Suburbs;Airport;5.61;21.1;23.64;wallet;CityHail;1.5
T33006668;2026-02-21T16:15:00+03:00;DR-1045;VH-022;North;Centre;6.34;17.6;15.62;CASH;CityHail;1.0
T33006669;2026-01-12T17:24:00+03:00;DR-1002;VH-036;Centre;Centre;3.43;15.7;11.74;CASH;CityHail;1.0
T33006670;2026-01-07T17:23:00+03:00;DR-1059;VH-022;West;East;9.92;40.6;39.27;Card;Direct;1.5
T33006671;2026-04-27T20:30:00+03:00;DR-1010;VH-007;Suburbs;West;6.44;24.7;21.26;wallet;RideGo;1.2
T33006672;2026-03-14T19:20:00+03:00;DR-1030;VH-014;North;Port;6.58;25.4;18.08;card;CityHail;1.0
T33006673;2026-01-01T16:10:00+03:00;DR-1025;VH-038;West;West;7.18;30.0;20.06;Card;CityHail;1.0
T33006674;2026-01-31T22:12:00+03:00;DR-1011;VH-042;East;West;8.75;40.4;24.77;Card;Direct;1.0
T33006675;2026-01-24T16:36:00+03:00;DR-1042;VH-019;Suburbs;Port;2.76;12.7;10.13;card;Direct;1.0
T33006676;2026-06-29T11:32:00+03:00;DR-1065;VH-039;West;East;5.17;22.4;15.62;Card;RideGo;1.0
T33006677;2026-01-13T19:53:00+03:00;DR-1049;VH-004;Airport;West;6.27;24.0;17.33;CASH;RideGo;1.0
T33006678;2026-05-06T03:59:00+03:00;DR-1033;VH-002;Airport;West;6.95;30.1;19.82;wallet;RideGo;1.0
T33006679;2026-05-11T18:23:00+03:00;DR-1052;VH-021;Airport;Centre;6.08;31.1;22.92;wallet;Direct;1.2
T33006680;2026-01-27T18:00:00+03:00;DR-1014;VH-035;West;Centre;2.01;6.8;7.62;cash;Direct;1.0
T33006681;2026-01-08T17:06:00+03:00;DR-1049;VH-029;Suburbs;North;6.62;30.4;19.52;CASH;CityHail;1.0
T33006682;2026-01-31T19:21:00+03:00;DR-1038;VH-034;North;West;5.57;28.0;21.18;Card;CityHail;1.2
T33006683;2026-01-14T23:31:00+03:00;DR-1032;VH-013;North;Suburbs;2.38;11.4;11.2;Card;CityHail;1.2
T33006684;2026-03-27T07:12:00+03:00;DR-1013;VH-002;West;East;9.66;31.8;23.41;wallet;RideGo;1.0
T33006685;2026-03-10T19:39:00+03:00;DR-1046;VH-036;West;North;5.42;24.7;29.79;wallet;RideGo;1.8
T33006686;2026-04-02T01:24:00+03:00;DR-1050;VH-030;North;-;1.77;8.3;13.97;wallet;Direct;1.8
T33006687;2026-02-07T01:06:00+03:00;DR-1032;VH-019;Port;East;3.42;12.5;16.24;CASH;Direct;1.5
T33006688;2026-06-19T20:21:00+03:00;DR-1046;VH-010;East;Airport;9.24;40.1;25.25;Card;CityHail;1.0
T33006689;2026-03-12T07:31:00+03:00;DR-1033;VH-017;Airport;East;2.68;8.9;10.76;CASH;RideGo;1.2
T33006690;2026-05-04T01:53:00+03:00;DR-1011;VH-009;Port;North;4.76;22.3;15.12;Card;Direct;1.0
T33006691;2026-01-03T03:52:00+03:00;DR-1040;VH-012;Suburbs;Airport;3.75;15.3;18.0;Card;CityHail;1.5
T33006692;2026-05-28T20:56:00+03:00;DR-1044;VH-034;Port;North;2.1;13.6;11.54;cash;CityHail;1.2
T33006693;2026-02-20T16:34:00+03:00;DR-9693;VH-024;North;North;4.77;21.5;14.91;Card;Direct;1.0
T33006694;2026-03-10T01:47:00+03:00;DR-1030;VH-020;West;Port;4.9;15.2;23.92;card;RideGo;1.8
T33006695;2026-05-31T00:19:00+03:00;DR-1058;VH-013;Airport;West;5.88;28.3;18.09;CASH;RideGo;1.0
T33006696;2026-05-31T08:56:00+03:00;DR-1007;VH-002;Suburbs;Centre;7.97;35.3;22.45;wallet;Direct;1.0
T33006697;2026-01-07T07:02:00+03:00;DR-1010;VH-002;East;West;9.26;34.0;42.43;card;Direct;1.8
T33006698;2026-02-10T12:28:00+03:00;DR-1044;VH-041;West;West;2.67;15.7;13.04;CASH;CityHail;1.2
T33006699;2026-04-22T01:29:00+03:00;DR-1054;VH-022;Centre;North;7.82;26.5;19.81;card;Direct;1.0
T33006700;2026-06-17T17:53:00+03:00;DR-9700;VH-013;Airport;Suburbs;15.73;55.4;37.0;card;RideGo;1.0
T33006701;2026-04-29T01:15:00+03:00;DR-1015;VH-038;Airport;West;3.27;14.8;11.3;wallet;RideGo;1.0
T33006702;2026-01-21T15:32:00+03:00;DR-1049;VH-036;Centre;West;3.5;14.5;11.48;CASH;CityHail;1.0
T33006703;2026-06-01T17:11:00+03:00;DR-1031;VH-022;Centre;Suburbs;4.14;19.8;13.7;Card;CityHail;1.0
T33006704;2026-02-05T02:52:00+03:00;DR-1001;VH-026;Port;Airport;7.69;38.8;23.11;Card;Direct;1.0
T33006705;2026-05-12T23:02:00+03:00;DR-1014;VH-022;West;West;12.42;47.7;37.25;wallet;Direct;1.2
T33006706;2026-05-11T13:54:00+03:00;DR-1060;VH-022;North;East;12.82;58.0;34.38;cash;RideGo;1.0
T33006707;2026-06-05T04:51:00+03:00;DR-1021;VH-029;Suburbs;North;4.66;16.1;15.92;card;CityHail;1.2
T33006708;2026-04-30T20:59:00+03:00;DR-1046;VH-041;Centre;Suburbs;5.02;16.6;20.73;card;CityHail;1.5
T33006709;2026-06-25T20:35:00+03:00;DR-1009;VH-017;Suburbs;East;9.53;46.4;27.35;Card;RideGo;1.0
T33006710;2026-05-01T04:33:00+03:00;DR-1051;VH-017;Airport;West;4.95;19.3;14.5;CASH;CityHail;1.0
T33006711;2026-03-12T10:09:00+03:00;DR-1037;VH-021;Centre;East;6.79;27.8;18.99;CASH;Direct;1.0
T33006712;2026-04-12T10:03:00+03:00;DR-1057;VH-040;North;North;1.69;7.4;11.13;CASH;CityHail;1.5
T33006713;2026-04-18T20:05:00+03:00;DR-1039;VH-015;Airport;Port;15.88;48.9;63.63;card;RideGo;1.8
T33006714;2026-03-07T18:37:00+03:00;DR-1033;VH-013;North;East;2.88;14.1;10.66;Card;CityHail;1.0
T33006715;2026-05-09T19:03:00+03:00;DR-1009;VH-018;Port;West;4.16;20.4;16.68;Card;RideGo;1.2
T33006716;2026-06-21T12:04:00+03:00;DR-1046;VH-005;Port;Suburbs;5.0;22.5;15.45;cash;RideGo;1.0
T33006717;2026-06-26T07:52:00+03:00;DR-1062;VH-013;East;Airport;6.35;22.2;20.3;cash;RideGo;1.2
T33006718;2026-06-20T14:37:00+03:00;DR-1013;VH-039;Airport;Suburbs;1.34;8.9;7.43;cash;CityHail;1.0
T33006719;2026-01-05T01:58:00+03:00;DR-1030;VH-041;Centre;North;5.0;17.7;14.11;cash;Direct;1.0
T33006720;2026-01-20T10:25:00+03:00;DR-1006;VH-005;Port;Airport;2.15;12.0;13.84;CASH;CityHail;1.5
T33006721;2026-03-26T11:35:00+03:00;DR-1025;VH-014;East;North;7.2;29.6;19.97;cash;CityHail;1.0
T33006722;2026-01-28T00:57:00+03:00;DR-1045;VH-027;Port;West;6.1;27.9;27.34;cash;RideGo;1.5
T33006723;2026-04-26T11:23:00+03:00;DR-1001;VH-020;Suburbs;Centre;4.69;23.4;15.35;Card;RideGo;1.0
T33006724;2026-02-25T19:25:00+03:00;DR-1049;VH-031;North;West;7.52;37.8;27.16;CASH;Direct;1.2
T33006725;2026-04-12T11:01:00+03:00;DR-1032;VH-014;Port;North;6.05;25.6;17.53;Card;RideGo;1.0
T33006726;2026-06-24T12:42:00+03:00;DR-1066;VH-042;Port;Airport;15.51;73.2;41.73;card;RideGo;1.0
T33006727;2026-01-09T16:25:00+03:00;DR-1065;VH-011;East;North;7.66;30.2;20.66;cash;RideGo;1.0
T33006728;2026-06-15T08:38:00+03:00;DR-1003;VH-018;Airport;Port;9.26;33.5;23.43;cash;RideGo;1.0
T33006729;2026-02-20T21:35:00+03:00;DR-1013;VH-038;Port;West;4.34;23.8;27.11;CASH;CityHail;1.8
T33006730;2026-01-25T10:51:00+03:00;DR-1061;VH-034;Port;West;2.03;10.7;8.73;card;RideGo;1.0
T33006731;2026-05-15T18:04:00+03:00;DR-1004;VH-001;East;Airport;3.82;20.5;13.53;CASH;Direct;1.0
T33006732;2026-02-14T09:35:00+03:00;DR-1026;VH-032;East;West;4.26;15.7;22.86;wallet;CityHail;1.8
T33006733;2026-04-06T16:03:00+03:00;DR-9733;VH-007;Suburbs;Suburbs;8.63;33.8;22.79;wallet;CityHail;1.0
T33006734;2026-01-23T11:53:00+03:00;DR-1068;VH-022;East;North;1.75;9.5;8.07;card;CityHail;1.0
T33006735;2026-04-05T17:52:00+03:00;DR-1048;VH-002;Airport;Centre;4.82;22.6;18.32;wallet;Direct;1.2
T33006736;2026-01-03T03:17:00+03:00;DR-1004;VH-035;Airport;Port;4.07;13.3;11.8;cash;Direct;1.0
T33006737;2026-02-23T08:37:00+03:00;DR-1034;VH-041;Centre;Airport;7.17;29.0;23.72;wallet;Direct;1.2
T33006738;2026-03-29T18:01:00+03:00;DR-1027;VH-007;East;Centre;7.35;35.9;39.42;card;CityHail;1.8
T33006739;2026-03-26T07:39:00+03:00;DR-1015;VH-041;East;East;4.32;19.9;16.73;cash;CityHail;1.2
T33006740;2026-01-30T16:15:00+03:00;DR-1057;VH-026;Airport;Airport;12.34;36.2;27.73;cash;RideGo;1.0
T33006741;2026-05-19T20:28:00+03:00;DR-1028;VH-024;North;East;3.53;12.0;12.98;card;CityHail;1.2
T33006742;2026-06-11T14:46:00+03:00;DR-1022;VH-032;Suburbs;Centre;10.57;33.3;24.88;cash;CityHail;1.0
T33006743;2026-04-16T21:33:00+03:00;DR-1034;VH-032;Port;Centre;8.28;25.0;19.92;card;RideGo;1.0
T33006744;2026-04-18T14:08:00+03:00;DR-1065;VH-009;Centre;West;10.67;35.8;30.83;cash;Direct;1.2
T33006745;2026-05-24T21:20:00+03:00;DR-1016;VH-033;Airport;Suburbs;3.13;18.5;12.18;wallet;Direct;1.0
T33006746;2026-01-22T22:48:00+03:00;DR-1064;VH-036;Port;North;2.71;14.8;12.79;cash;CityHail;1.2
T33006747;2026-01-08T20:51:00+03:00;DR-1037;VH-015;West;East;7.41;34.1;21.47;cash;Direct;1.0
T33006748;2026-01-05T02:46:00+03:00;DR-1061;VH-029;East;East;6.57;21.0;16.84;CASH;Direct;1.0
T33006749;2026-06-14T17:55:00+03:00;DR-1009;VH-029;Airport;West;4.86;24.3;15.79;Card;RideGo;1.0
T33006750;2026-03-27T01:05:00+03:00;DR-1046;VH-022;Suburbs;Suburbs;1.4;7.7;8.6;Card;CityHail;1.2
T33006751;2026-01-06T08:16:00+03:00;DR-1032;VH-042;North;East;2.39;11.9;17.06;wallet;CityHail;1.8
T33006752;2026-06-22T17:07:00+03:00;DR-1018;VH-036;West;West;7.08;26.4;34.07;Card;CityHail;1.8
T33006753;2026-01-30T17:53:00+03:00;DR-1005;VH-015;Centre;East;5.59;17.9;14.84;Card;CityHail;1.0
T33006754;2026-01-21T12:49:00+03:00;DR-1001;VH-037;Airport;Centre;6.99;34.8;25.42;CASH;Direct;1.2
T33006755;2026-03-10T12:50:00+03:00;DR-1025;VH-042;North;Centre;3.71;19.2;13.04;card;RideGo;1.0
T33006756;2026-05-06T01:32:00+03:00;DR-1049;VH-006;Airport;Airport;26.2;117.2;66.35;cash;RideGo;1.0
T33006757;2026-05-28T07:39:00+03:00;DR-1016;VH-004;West;East;4.46;17.4;20.1;cash;RideGo;1.5
T33006758;2026-05-16T13:02:00+03:00;DR-1061;VH-018;North;Centre;5.62;24.7;30.2;wallet;CityHail;1.8
T33006759;2026-05-27T01:19:00+03:00;DR-1057;VH-026;Airport;Suburbs;11.04;33.5;25.48;Card;RideGo;1.0
T33006760;2026-02-21T19:02:00+03:00;DR-1018;VH-001;Centre;West;2.3;13.4;9.8;Card;Direct;1.0
T33006761;2026-06-18T23:01:00+03:00;DR-1024;VH-020;Centre;North;4.78;23.9;18.71;card;CityHail;1.2
T33006762;2026-02-12T16:51:00+03:00;DR-1034;VH-026;Centre;West;10.13;47.7;42.62;cash;RideGo;1.5
T33006763;2026-01-15T00:19:00+03:00;DR-1009;VH-031;Suburbs;Airport;8.79;43.8;46.39;wallet;RideGo;1.8
T33006764;2026-05-16T16:35:00+03:00;DR-1044;VH-028;North;-;5.24;23.4;15.98;Card;RideGo;1.0
T33006765;2026-04-29T12:12:00+03:00;DR-1002;VH-037;Centre;Port;6.74;27.0;18.71;wallet;RideGo;1.0
T33006766;2026-04-25T06:19:00+03:00;DR-1036;VH-029;West;Centre;24.85;71.4;93.55;CASH;RideGo;1.8
T33006767;2026-05-20T23:40:00+03:00;DR-1026;VH-040;Port;Airport;14.71;59.9;37.09;CASH;RideGo;1.0
T33006768;2026-04-01T09:23:00+03:00;DR-1044;VH-037;Airport;Port;6.87;33.1;20.57;CASH;RideGo;1.0
T33006769;2026-04-11T18:10:00+03:00;DR-1054;VH-009;Airport;West;9.43;46.8;32.82;card;RideGo;1.2
T33006770;2026-06-27T18:53:00+03:00;DR-1030;VH-022;North;North;11.98;50.3;37.51;card;RideGo;1.2
T33006771;2026-04-28T20:12:00+03:00;DR-1016;VH-003;Airport;North;1.96;12.8;9.24;CASH;CityHail;1.0
T33006772;2026-01-03T10:29:00+03:00;DR-1016;VH-013;Centre;Port;1.23;6.9;6.75;Card;Direct;1.0
T33006773;2026-02-07T10:54:00+03:00;DR-1058;VH-041;Airport;North;9.1;31.5;34.02;Card;RideGo;1.5
T33006774;2026-06-29T07:11:00+03:00;DR-1016;VH-014;North;Centre;11.15;38.3;26.95;CASH;RideGo;1.0
T33006775;2026-03-06T00:34:00+03:00;DR-1054;VH-023;North;East;18.15;61.5;41.49;Card;RideGo;1.0
T33006776;2026-06-03T01:43:00+03:00;DR-1027;VH-009;North;West;5.61;23.5;24.64;wallet;CityHail;1.5
T33006777;2026-06-21T02:50:00+03:00;DR-1014;VH-033;Port;Port;1.03;8.3;6.91;Card;RideGo;1.0
T33006778;2026-05-05T14:41:00+03:00;DR-1052;VH-024;East;Suburbs;3.5;15.1;11.65;cash;CityHail;1.0
T33006779;2026-05-01T13:31:00+03:00;DR-1012;VH-042;Airport;Centre;2.33;16.1;19.06;CASH;CityHail;1.8
T33006780;2026-06-30T17:49:00+03:00;DR-1064;VH-041;North;East;1.62;10.5;8.2;cash;CityHail;1.0
T33006781;2026-06-19T09:52:00+03:00;DR-1048;VH-037;North;Suburbs;5.87;18.8;15.41;Card;CityHail;1.0
T33006782;2026-02-23T04:57:00+03:00;DR-1006;VH-002;Airport;East;27.47;86.7;106.69;CASH;RideGo;1.8
T33006783;2026-05-08T16:04:00+03:00;DR-1022;VH-020;Airport;North;2.03;10.4;15.57;cash;Direct;1.8
T33006784;2026-03-19T10:38:00+03:00;DR-1037;VH-024;Suburbs;West;4.27;16.2;12.85;Card;Direct;1.0
T33006785;2026-03-01T07:43:00+03:00;DR-1019;VH-037;West;West;5.86;24.3;25.41;card;RideGo;1.5
T33006786;2026-06-04T14:21:00+03:00;DR-1034;VH-037;East;Suburbs;4.47;17.4;13.41;cash;CityHail;1.0
T33006787;2026-04-23T07:26:00+03:00;DR-1012;VH-017;Port;North;13.16;34.1;50.54;wallet;RideGo;1.8
T33006788;2026-06-16T08:11:00+03:00;DR-1046;VH-012;East;West;6.89;32.8;36.92;cash;RideGo;1.8
T33006789;2026-04-30T10:59:00+03:00;DR-1057;VH-005;North;North;8.7;38.7;29.09;Card;RideGo;1.2
T33006790;2026-06-05T20:19:00+03:00;DR-1060;VH-016;West;West;4.03;15.3;14.78;card;CityHail;1.2
T33006791;2026-05-03T09:10:00+03:00;DR-1026;VH-030;Suburbs;Port;6.25;29.2;18.76;card;CityHail;1.0
T33006792;2026-05-11T16:08:00+03:00;DR-1067;VH-006;East;Airport;5.29;20.2;15.14;wallet;CityHail;1.0
T33006793;2026-02-14T01:35:00+03:00;DR-1040;VH-041;Centre;East;8.69;39.0;43.76;card;Direct;1.8
T33006794;2026-02-15T18:24:00+03:00;DR-1013;VH-037;Suburbs;North;10.33;37.0;46.15;card;RideGo;1.8
T33006795;2026-05-29T15:13:00+03:00;DR-1036;VH-017;Airport;Suburbs;4.8;19.0;14.24;CASH;CityHail;1.0
T33006796;2026-05-20T17:10:00+03:00;DR-1032;VH-012;West;North;3.42;14.1;11.28;card;CityHail;1.0
T33006797;2026-01-26T11:21:00+03:00;DR-1002;VH-008;North;Airport;1.43;9.2;13.72;card;RideGo;1.8
T33006798;2026-01-10T10:47:00+03:00;DR-1051;VH-037;Airport;Centre;10.49;31.3;24.23;wallet;RideGo;1.0
T33006799;2026-02-16T23:04:00+03:00;DR-1048;VH-025;Airport;Port;4.33;18.4;13.53;card;RideGo;1.0
T33006800;2026-05-07T03:48:00+03:00;DR-1050;VH-037;Centre;Airport;3.35;18.1;12.32;cash;RideGo;1.0
T33006801;2026-01-05T13:45:00+03:00;DR-1028;VH-003;Airport;Airport;5.57;16.1;17.17;card;RideGo;1.2
T33006802;2026-01-08T08:43:00+03:00;DR-1024;VH-007;Airport;Centre;16.78;53.3;45.14;CASH;Direct;1.2
T33006803;2026-04-09T20:44:00+03:00;DR-1037;VH-026;East;Port;12.94;59.4;34.91;card;RideGo;1.0
T33006804;2026-01-23T09:13:00+03:00;DR-1029;VH-015;Suburbs;East;1.79;7.5;7.56;card;CityHail;1.0
T33006805;2026-01-21T11:21:00+03:00;DR-1063;VH-010;Airport;West;4.63;13.9;12.62;CASH;CityHail;1.0
T33006806;2026-06-23T04:27:00+03:00;DR-1021;VH-042;Suburbs;Suburbs;17.45;52.8;57.38;card;Direct;1.5
T33006807;2026-03-10T08:47:00+03:00;DR-1025;VH-011;Centre;North;14.43;53.5;41.96;wallet;RideGo;1.2
T33006808;2026-01-04T15:33:00+03:00;DR-1029;VH-040;Centre;West;3.71;16.3;14.68;wallet;CityHail;1.2
T33006809;2026-03-22T02:36:00+03:00;DR-1029;VH-033;West;Suburbs;1.92;10.8;8.63;card;CityHail;1.0
T33006810;2026-06-22T08:14:00+03:00;DR-1039;VH-011;Suburbs;Suburbs;9.57;40.6;30.92;card;Direct;1.2
T33006811;2026-05-24T12:40:00+03:00;DR-1031;VH-003;North;Centre;2.77;12.8;18.31;Card;Direct;1.8
T33006812;2026-03-01T15:22:00+03:00;DR-1034;VH-004;West;East;9.17;32.2;27.55;wallet;Direct;1.2
T33006813;2026-01-07T23:43:00+03:00;DR-1060;VH-016;Port;Port;13.08;42.1;30.23;card;Direct;1.0
T33006814;2026-05-06T18:35:00+03:00;DR-1012;VH-004;Airport;Port;3.26;11.9;12.58;card;CityHail;1.2
T33006815;2026-03-19T08:21:00+03:00;DR-1041;VH-013;Suburbs;Suburbs;2.4;10.2;9.02;wallet;CityHail;1.0
T33006816;2026-06-27T05:00:00+03:00;DR-1066;VH-014;North;East;11.87;40.2;42.46;CASH;RideGo;1.5
T33006817;2026-05-08T18:46:00+03:00;DR-1046;VH-005;East;North;5.23;26.5;16.83;CASH;CityHail;1.0
T33006818;2026-03-21T04:04:00+03:00;DR-1007;VH-011;Centre;East;2.67;11.3;14.44;CASH;CityHail;1.5
T33006819;2026-01-28T00:34:00+03:00;DR-1028;VH-004;Airport;Suburbs;3.5;18.6;22.73;Card;CityHail;1.8
T33006820;2026-02-19T00:02:00+03:00;DR-1002;VH-038;East;Centre;3.49;14.2;20.5;CASH;Direct;1.8
T33006821;2026-01-01T16:18:00+03:00;DR-1003;VH-021;East;North;6.04;28.9;22.13;Card;CityHail;1.2
T33006822;2026-04-06T01:00:00+03:00;DR-1048;VH-020;Airport;West;1.39;6.4;8.15;cash;CityHail;1.2
T33006823;2026-05-13T11:47:00+03:00;DR-1052;VH-025;Airport;East;5.37;18.5;14.76;Card;RideGo;1.0
T33006824;2026-01-03T23:05:00+03:00;DR-1003;VH-029;North;Port;10.21;40.0;39.51;CASH;Direct;1.5
T33006825;2026-04-17T06:24:00+03:00;DR-1058;VH-041;Suburbs;Port;3.98;17.7;15.52;cash;Direct;1.2
T33006826;2026-01-29T04:14:00+03:00;DR-1027;VH-009;Centre;Centre;5.04;24.9;19.4;Card;CityHail;1.2
T33006827;2026-02-11T09:40:00+03:00;DR-1058;VH-036;East;Suburbs;7.43;23.9;33.55;CASH;RideGo;1.8
T33006828;2026-01-27T15:55:00+03:00;DR-1024;VH-027;West;North;4.7;14.7;12.92;cash;RideGo;1.0
T33006829;2026-02-19T17:49:00+03:00;DR-1005;VH-017;Port;East;6.23;28.0;18.4;wallet;CityHail;1.0
T33006830;2026-04-18T09:05:00+03:00;DR-1026;VH-037;Airport;North;8.03;38.0;41.89;cash;Direct;1.8
T33006831;2026-01-10T21:35:00+03:00;DR-1049;VH-015;Suburbs;East;8.81;38.1;24.2;wallet;CityHail;1.0
T33006832;2026-05-09T07:16:00+03:00;DR-1057;VH-032;East;North;5.59;21.3;23.68;CASH;RideGo;1.5
T33006833;2026-04-01T18:46:00+03:00;DR-1048;VH-010;Airport;Suburbs;2.39;11.9;9.48;CASH;CityHail;1.0
T33006834;2026-05-26T06:08:00+03:00;DR-1040;VH-016;Centre;East;7.84;23.6;19.02;wallet;RideGo;1.0
T33006835;2026-02-05T20:35:00+03:00;DR-1035;VH-011;Port;Suburbs;5.59;21.7;19.08;cash;CityHail;1.2
T33006836;2026-02-22T14:25:00+03:00;DR-1017;VH-012;Airport;Airport;2.04;12.4;9.22;cash;Direct;1.0
T33006837;2026-05-11T14:38:00+03:00;DR-1037;VH-032;Suburbs;North;8.77;40.8;44.84;wallet;RideGo;1.8
T33006838;2026-04-28T07:37:00+03:00;DR-1027;VH-020;Suburbs;East;4.97;21.3;27.14;Card;Direct;1.8
T33006839;2026-03-06T20:10:00+03:00;DR-1040;VH-009;Centre;Airport;8.59;25.7;30.7;CASH;CityHail;1.5
T33006840;2026-02-07T04:47:00+03:00;DR-1062;VH-016;Centre;Port;5.59;26.9;31.25;cash;Direct;1.8
T33006841;2026-05-05T15:51:00+03:00;DR-1063;VH-035;East;Suburbs;14.47;40.1;46.9;CASH;RideGo;1.5
T33006842;2026-03-13T06:34:00+03:00;DR-1066;VH-024;West;North;3.69;14.0;20.81;Card;CityHail;1.8
T33006843;2026-05-03T13:49:00+03:00;DR-1017;VH-011;West;West;11.61;37.2;27.17;Card;CityHail;1.0
T33006844;2026-06-26T10:52:00+03:00;DR-1001;VH-023;North;East;4.91;22.4;27.58;Card;RideGo;1.8
T33006845;2026-06-16T21:33:00+03:00;DR-1014;VH-003;North;Centre;13.08;46.1;47.03;CASH;Direct;1.5
T33006846;2026-06-16T08:08:00+03:00;DR-1041;VH-038;Port;Airport;6.65;26.4;18.44;cash;CityHail;1.0
T33006847;2026-02-22T11:25:00+03:00;DR-1009;VH-013;North;Port;16.89;45.7;35.62;card;RideGo;1.0
T33006848;2026-05-26T01:56:00+03:00;DR-1027;VH-034;East;North;15.16;68.3;71.93;CASH;RideGo;1.8
T33006849;2026-05-07T11:25:00+03:00;DR-1047;VH-005;North;East;13.29;65.2;36.94;Card;RideGo;1.0
T33006850;2026-05-09T08:09:00+03:00;DR-1060;VH-025;West;West;7.34;22.7;21.84;wallet;RideGo;1.2
T33006851;2026-05-15T05:41:00+03:00;DR-1006;VH-004;Airport;East;7.27;26.1;22.88;cash;RideGo;1.2
T33006852;2026-01-07T08:44:00+03:00;DR-1035;VH-002;Centre;North;3.14;18.9;12.3;Card;CityHail;1.0
T33006853;2026-06-26T00:55:00+03:00;DR-1036;VH-005;Suburbs;Airport;9.12;37.0;24.25;CASH;RideGo;1.0
T33006854;2026-04-15T22:32:00+03:00;DR-1002;VH-023;Port;Airport;1.68;6.7;7.21;cash;CityHail;1.0
T33006855;2026-03-09T05:30:00+03:00;DR-1017;VH-040;Suburbs;Suburbs;6.84;22.4;17.54;CASH;RideGo;1.0
T33006856;2026-03-23T19:24:00+03:00;DR-1042;VH-003;North;Airport;2.67;13.0;10.11;cash;CityHail;1.0
T33006857;2026-01-05T06:22:00+03:00;DR-1016;VH-039;Centre;Suburbs;9.0;30.6;40.18;Card;Direct;1.8
T33006858;2026-01-30T02:06:00+03:00;DR-1022;VH-026;Airport;North;3.13;12.6;10.53;CASH;CityHail;1.0
T33006859;2026-01-27T01:36:00+03:00;DR-1024;VH-017;East;Port;10.75;49.3;53.23;wallet;RideGo;1.8
T33006860;2026-03-26T23:20:00+03:00;DR-1010;VH-016;West;Suburbs;2.27;7.1;12.0;cash;CityHail;1.5
T33006861;2026-06-16T18:13:00+03:00;DR-1053;VH-022;Airport;Centre;3.22;12.2;10.52;CASH;RideGo;1.0
T33006862;2026-03-23T22:55:00+03:00;DR-1032;VH-007;North;Airport;9.78;27.0;26.65;card;RideGo;1.2
T33006863;2026-01-28T13:01:00+03:00;DR-1013;VH-022;Airport;Centre;4.95;23.3;18.74;CASH;RideGo;1.2
T33006864;2026-06-22T17:34:00+03:00;DR-1051;VH-001;Centre;Centre;2.8;12.3;15.09;CASH;CityHail;1.5
T33006865;2026-02-03T00:19:00+03:00;DR-1026;VH-019;Centre;West;1.57;11.5;15.17;card;CityHail;1.8
T33006866;2026-03-08T21:05:00+03:00;DR-1055;VH-008;West;Centre;9.45;38.4;25.02;CASH;Direct;1.0
T33006867;2026-03-05T11:20:00+03:00;DR-1022;VH-021;Suburbs;Centre;3.77;15.0;11.94;wallet;CityHail;1.0
T33006868;2026-06-05T23:59:00+03:00;DR-1016;VH-028;Airport;West;15.5;61.6;38.47;wallet;RideGo;1.0
T33006869;2026-04-27T18:47:00+03:00;DR-1006;VH-008;North;North;1.7;13.1;16.24;card;CityHail;1.8
T33006870;2026-04-21T21:59:00+03:00;DR-1061;VH-039;Suburbs;Port;3.9;22.0;14.04;cash;RideGo;1.0
T33006871;2026-02-16T10:45:00+03:00;DR-1051;VH-037;West;East;9.61;38.0;37.64;wallet;Direct;1.5
T33006872;2026-02-05T20:05:00+03:00;DR-1035;VH-029;Airport;Airport;2.29;9.8;8.78;CASH;CityHail;1.0
