trip_id,trip_datetime,driver_id,vehicle_id,pickup_zone,dropoff_zone,distance_km,duration_min,fare_eur,payment
T11006060,2025-03-14 19:08:00,DR-1030,VH-008,Suburbs,West,3.6,13.9,"11,43",wallet
T11006061,2025-06-17 19:58:00,DR-1016,VH-014,Port,Suburbs,8.62,36.1,"23,42",Card
T11006062,2025-03-14 00:21:00,DR-1046,VH-025,Centre,North,7.8,25.3,"19,45",CASH
T11006063,2025-01-31 02:25:00,DR-1041,VH-037,Suburbs,Airport,14.09,53.7,"34,64",cash
T11006064,2025-05-03 07:14:00,DR-1066,VH-033,Airport,North,8.94,28.8,"21,74",wallet
T11006065,2025-02-05 03:41:00,DR-1032,VH-035,North,East,24.39,104.5,"60,71",Card
T11006066,2025-01-19 06:46:00,DR-1020,VH-023,Suburbs,Suburbs,5.2,26.1,"16,69",wallet
T11006067,2025-03-23 04:42:00,DR-1030,VH-005,Centre,Centre,4.64,22.3,"14,98",Card
T11006068,2025-02-17 18:36:00,DR-1049,VH-030,Port,Suburbs,2.19,12.3,"9,36",card
T11006069,2025-06-23 06:04:00,DR-1044,VH-029,Centre,West,6.92,20.7,"17,15",wallet
T11006070,2025-01-03 07:20:00,DR-1023,VH-028,Airport,Suburbs,5.81,23.5,"16,66",card
T11006071,2025-06-06 00:10:00,DR-1064,VH-012,North,Airport,4.58,23.0,"15,11",CASH
T11006072,2025-03-24 19:56:00,DR-1020,VH-011,Centre,East,5.1,20.5,"15,00",Card
T11006073,2025-02-28 15:53:00,DR-1039,VH-006,West,West,7.82,37.3,"22,84",card
T11006074,2025-03-23 11:29:00,DR-1032,VH-028,Centre,East,2.95,11.8,"10,10",cash
T11006075,2025-06-12 12:42:00,DR-1006,VH-018,North,Port,4.56,15.8,"13,07",cash
T11006076,2025-06-27 01:17:00,DR-1049,VH-005,Suburbs,Suburbs,3.57,13.1,"11,17",CASH
T11006077,2025-03-02 01:17:00,DR-1057,VH-002,Centre,East,4.83,19.8,"14,50",Card
T11006078,2025-01-03 12:08:00,DR-1057,VH-017,East,West,4.39,21.0,"14,33",CASH
T11006079,2025-04-06 22:16:00,DR-1041,VH-019,Centre,Centre,4.38,14.5,"12,50",card
T11006080,2025-02-21 13:25:00,DR-1031,VH-006,North,East,33.88,109.3,"72,97",wallet
T11006081,2025-01-24 01:53:00,DR-1013,VH-025,North,West,2.45,11.0,"9,30",CASH
T11006082,2025-03-11 17:05:00,DR-1008,VH-040,Airport,Suburbs,5.54,19.7,"15,29",Card
T11006083,2025-02-19 08:09:00,DR-1022,VH-026,Centre,Airport,14.52,53.5,"35,08",card
T11006084,2025-04-30 16:53:00,DR-1059,VH-008,Airport,Port,6.82,32.7,"20,40",Card
T11006085,2025-03-27 05:47:00,DR-1066,VH-016,East,Port,2.58,12.5,"9,87",card
T11006086,2025-05-01 22:05:00,DR-1040,VH-031,Airport,Port,1.35,7.7,"7,11",card
T11006087,2025-01-20 19:13:00,DR-1042,VH-024,Port,Port,2.18,10.3,"8,79",wallet
T11006088,2025-06-13 11:42:00,DR-1041,VH-003,East,Port,8.6,38.9,"24,18",CASH
T11006089,2025-03-04 07:59:00,DR-1014,VH-007,Centre,Port,5.06,22.4,"15,49",cash
T11006090,2025-03-05 09:48:00,DR-1068,VH-017,North,North,7.64,25.4,"19,30",wallet
T11006091,2025-04-27 02:01:00,DR-1001,VH-037,East,Suburbs,9.45,44.5,"26,73",card
T11006092,2025-05-24 22:16:00,DR-1018,VH-016,North,East,11.5,38.3,"27,35",wallet
T11006093,2025-01-17 15:41:00,DR-1033,VH-027,Port,Centre,8.75,24.1,"20,21",cash
T11006094,2025-04-27 08:24:00,DR-1046,VH-005,Suburbs,West,3.21,15.2,"11,35",card
T11006095,2025-02-11 01:46:00,DR-1064,VH-034,West,West,3.87,22.1,"14,04",Card
T11006096,2025-01-05 21:57:00,DR-1032,VH-020,Centre,West,5.13,16.3,"13,86",Card
T11006097,2025-03-02 11:19:00,DR-1041,VH-004,Airport,Airport,0.0,30.4,"19,40",card
T11006098,2025-04-04 04:11:00,DR-1033,VH-036,Port,West,2.16,14.3,"9,89",wallet
T11006099,2025-03-03 11:28:00,DR-1041,VH-020,Airport,,9.7,33.5,"23,94",card
T11006100,2025-04-04 11:10:00,DR-1033,VH-006,Port,Centre,6.11,19.9,"16,00",cash
T11006101,2025-01-28 00:09:00,DR-1004,VH-001,West,Centre,3.17,14.8,"11,19",CASH
T11006102,2025-05-24 14:28:00,DR-1061,VH-017,West,North,4.98,15.7,"13,52",CASH
T11006103,2025-01-27 11:52:00,DR-1006,VH-039,West,Centre,2.44,12.3,"9,65",card
T11006104,2025-05-29 20:56:00,DR-1048,VH-017,East,Centre,4.35,19.1,"13,75",wallet
T11006105,2025-04-08 15:11:00,DR-1019,VH-001,Airport,Centre,10.37,35.7,"25,32",Card
T11006106,2025-01-05 15:57:00,DR-1032,VH-020,Centre,East,3.39,15.5,"11,64",wallet
T11006107,2025-04-04 23:25:00,DR-1002,VH-029,Port,Port,8.7,31.6,"22,25",Card
T11006108,2025-02-12 17:11:00,DR-1032,VH-036,Airport,Port,10.83,35.7,"25,85",Card
T11006109,2025-02-19 04:35:00,DR-1022,VH-042,Port,East,3.1,16.0,"11,44",Card
T11006110,2025-04-03 21:39:00,DR-1062,VH-041,Port,Suburbs,1.39,7.3,"7,04",Card
T11006111,2025-02-18 03:00:00,DR-1040,VH-001,Airport,,4.76,16.7,"13,55",Card
T11006112,2025-04-11 14:53:00,DR-1037,VH-018,Suburbs,Airport,9.1,31.6,"22,71",CASH
T11006113,2025-02-14 02:04:00,DR-1064,VH-013,Centre,West,5.17,24.3,"16,15",wallet
T11006114,2025-04-07 07:44:00,DR-1054,VH-019,North,East,6.29,31.7,"19,51",wallet
T11006115,2025-03-21 23:17:00,DR-1042,VH-005,Airport,Port,4.0,21.3,"13,96",Card
T11006116,2025-06-19 11:49:00,DR-1020,VH-029,North,Suburbs,2.45,11.4,"9,41",card
T11006117,2025-06-13 05:21:00,DR-1051,VH-036,West,North,1.48,6.4,"6,89",cash
T11006118,2025-06-26 05:46:00,DR-1065,VH-009,Centre,West,11.58,44.1,"29,06",CASH
T11006119,2025-01-19 14:01:00,DR-1019,VH-027,West,East,2.88,13.7,"10,55",Card
T11006120,2025-06-02 20:45:00,DR-1067,VH-013,North,East,4.87,17.2,"13,82",card
T11006121,2025-05-14 05:13:00,DR-1025,VH-023,East,Centre,11.47,33.0,"25,83",cash
T11006122,2025-05-31 09:32:00,DR-1046,VH-009,North,East,3.84,17.9,"12,83",card
T11006123,2025-06-23 07:20:00,DR-1036,VH-006,Suburbs,Airport,3.61,15.4,"11,86",card
T11006124,2025-01-09 03:54:00,DR-1039,VH-010,Centre,Airport,2.87,13.4,"10,45",card
T11006125,2025-04-24 05:58:00,DR-1025,VH-010,West,,7.61,27.5,"19,85",wallet
T11006126,2025-02-24 09:36:00,DR-1050,VH-009,Airport,Centre,6.03,25.9,"17,59",wallet
T11006127,2025-05-29 10:43:00,DR-1022,VH-014,North,East,7.74,38.5,"23,08",CASH
T11006128,2025-05-23 15:05:00,DR-1007,VH-003,West,East,3.37,16.4,"11,87",card
T11006129,2025-02-09 17:06:00,DR-1065,VH-011,East,Suburbs,4.76,19.8,"14,42",card
T11006130,2025-06-08 16:53:00,DR-1019,VH-035,Airport,Suburbs,9.29,32.4,"23,16",Card
T11006131,2025-05-01 00:55:00,DR-1031,VH-004,Port,North,6.96,28.6,"19,41",CASH
T11006132,2025-01-08 04:37:00,DR-1007,VH-042,East,West,0.94,5.1,"5,91",CASH
T11006133,2025-02-11 03:56:00,DR-1066,VH-032,Airport,Centre,4.89,18.9,"14,32",wallet
T11006134,2025-04-21 08:56:00,DR-1041,VH-006,Suburbs,Airport,7.75,28.2,"20,21",CASH
T11006135,2025-05-07 16:53:00,DR-1004,VH-040,Suburbs,Airport,3.0,13.6,"10,66",cash
T11006136,2025-03-23 12:45:00,DR-1064,VH-004,Centre,Centre,3.7,15.7,"12,05",card
T11006137,2025-01-02 09:49:00,DR-1011,VH-026,West,Centre,11.29,36.8,"26,69",wallet
T11006138,2025-06-26 23:47:00,DR-1048,VH-013,North,East,7.77,36.7,"22,61",cash
T11006139,2025-05-06 11:17:00,DR-1067,VH-007,West,Centre,5.09,25.3,"16,34",Card
T11006140,2025-04-21 10:14:00,DR-1054,VH-025,Port,Port,3.52,18.8,"12,71",Card
T11006141,2025-03-04 07:11:00,DR-1024,VH-032,Airport,East,4.86,19.5,"14,45",Card
T11006142,2025-05-21 12:49:00,DR-1057,VH-021,East,Centre,7.87,29.7,"20,77",CASH
T11006143,2025-06-04 23:34:00,DR-1037,VH-032,Suburbs,Port,8.72,41.8,"25,13",CASH
T11006144,2025-01-29 19:39:00,DR-1060,VH-020,North,North,1.51,7.8,"7,32",wallet
T11006145,2025-03-30 01:05:00,DR-1062,VH-011,Airport,North,2.42,11.6,"9,43",CASH
T11006146,2025-01-03 03:57:00,DR-1022,VH-028,Airport,West,3.63,15.2,"11,83",Card
T11006147,2025-01-14 04:44:00,DR-1027,VH-019,East,Port,4.5,19.3,"13,98",cash
T11006148,2025-01-24 09:32:00,DR-1051,VH-025,Airport,Centre,9.24,38.7,"24,86",CASH
T11006149,2025-03-01 07:55:00,DR-1043,VH-022,North,Port,10.02,42.2,"26,74",cash
T11006150,2025-06-14 13:03:00,DR-1014,VH-038,East,North,2.77,15.4,"10,90",card
T11006151,2025-04-01 08:04:00,DR-1045,VH-037,West,Centre,2.06,13.2,"9,46",card
T11006152,2025-06-18 19:29:00,DR-1005,VH-020,Suburbs,North,8.59,28.9,"21,37",Card
T11006153,2025-01-21 18:39:00,DR-1025,VH-015,Centre,East,6.5,19.6,"16,36",Card
T11006154,2025-05-14 08:27:00,DR-1026,VH-028,North,Port,2.77,17.8,"11,57",card
T11006155,2025-03-15 23:44:00,DR-1018,VH-017,North,West,3.59,16.4,"12,12",cash
T11006156,2025-06-07 19:19:00,DR-1040,VH-008,Suburbs,North,6.47,31.1,"19,55",CASH
T11006157,2025-01-18 13:39:00,DR-1048,VH-036,Airport,Airport,6.47,29.3,"19,04",cash
T11006158,2025-06-14 13:54:00,DR-1056,VH-020,Airport,Centre,5.59,22.2,"16,04",wallet
T11006159,2025-04-10 14:15:00,DR-1058,VH-035,Port,East,13.37,33.8,"28,24",card
T11006160,2025-01-08 17:22:00,DR-1005,VH-027,North,North,3.83,16.8,"12,51",card
T11006161,2025-06-14 05:33:00,DR-1007,VH-032,Port,Suburbs,5.62,26.5,"17,28",cash
T11006162,2025-01-16 01:48:00,DR-1067,VH-010,Suburbs,Suburbs,3.54,16.7,"12,15",CASH
T11006163,2025-06-20 20:44:00,DR-1027,VH-031,East,Port,7.51,36.0,"22,12",wallet
T11006164,2025-01-03 04:34:00,DR-1013,VH-034,Airport,Suburbs,2.42,9.3,"8,79",cash
T11006165,2025-03-15 10:44:00,DR-1009,VH-042,Centre,Centre,4.25,17.3,"13,13",card
T11006166,2025-03-07 15:13:00,DR-1040,VH-026,East,North,4.84,17.0,"13,73",cash
T11006167,2025-03-03 07:28:00,DR-1068,VH-029,Port,Suburbs,4.32,22.0,"14,53",CASH
T11006168,2025-05-07 21:15:00,DR-1028,VH-040,Airport,West,2.45,12.1,"9,61",cash
T11006169,2025-05-04 22:39:00,DR-1034,VH-022,East,North,8.18,33.3,"22,13",Card
T11006170,2025-03-06 10:04:00,DR-1036,VH-039,West,East,8.09,23.0,"19,14",CASH
T11006171,2025-01-06 15:13:00,DR-1057,VH-026,East,West,8.45,30.2,"21,57",CASH
T11006172,2025-04-16 12:54:00,DR-1020,VH-042,Centre,Airport,3.44,12.8,"10,94",card
T11006173,2025-02-02 08:36:00,DR-1010,VH-017,East,,3.47,15.6,"11,76",Card
T11006174,2025-03-13 23:31:00,DR-1015,VH-038,North,Airport,6.21,20.9,"16,39",CASH
T11006175,2025-04-23 02:34:00,DR-1047,VH-022,East,Centre,2.86,18.1,"11,76",wallet
T11006176,2025-06-13 14:34:00,DR-1024,VH-032,Airport,West,2.13,10.6,"8,82",cash
T11006177,2025-03-20 21:19:00,DR-1044,VH-009,East,North,2.88,9.5,"9,37",wallet
T11006178,2025-01-29 16:29:00,DR-1026,VH-022,West,North,1.87,12.5,"9,05",CASH
T11006179,2025-03-21 08:06:00,DR-1046,VH-012,North,East,3.21,15.8,"11,52",CASH
T11006180,2025-04-22 04:27:00,DR-1054,VH-019,West,Airport,4.36,14.2,"12,39",cash
T11006181,2025-03-14 08:46:00,DR-1019,VH-034,West,Port,6.63,20.7,"16,82",Card
T11006182,2025-05-01 01:52:00,DR-1045,VH-042,Airport,Centre,1.96,10.6,"8,62",wallet
T11006183,2025-04-30 09:51:00,DR-1015,VH-004,Centre,Centre,6.48,24.0,"17,57",wallet
T11006184,2025-04-10 02:53:00,DR-1052,VH-004,East,North,12.1,43.0,"29,35",card
T11006185,2025-05-24 09:39:00,DR-1010,VH-002,East,East,4.05,11.3,"11,22",wallet
T11006186,2025-04-25 18:11:00,DR-1056,VH-033,East,West,6.65,17.6,"15,98",Card
T11006187,2025-01-08 21:21:00,DR-1011,VH-025,Airport,Suburbs,9.44,30.7,"22,85",wallet
T11006188,2025-06-23 17:54:00,DR-1033,VH-017,Suburbs,,2.81,12.1,"10,02",wallet
T11006189,2025-02-07 18:31:00,DR-1042,VH-006,Airport,North,5.34,29.7,"17,86",Card
T11006190,2025-02-01 15:24:00,DR-1063,VH-016,Suburbs,Centre,3.2,14.8,"11,22",Card
T11006191,2025-03-23 18:31:00,DR-1034,VH-013,Suburbs,North,3.6,14.6,"11,63",CASH
T11006192,2025-05-15 00:40:00,DR-1050,VH-019,West,Airport,2.65,11.8,"9,75",CASH
T11006193,2025-01-20 15:24:00,DR-1066,VH-027,Suburbs,North,3.84,16.9,"12,55",Card
T11006194,2025-06-11 07:47:00,DR-1032,VH-012,West,North,15.22,61.2,"38,04",Card
T11006195,2025-03-31 05:38:00,DR-1059,VH-037,Suburbs,East,12.47,54.5,"33,00",Card
T11006196,2025-03-31 18:16:00,DR-1017,VH-037,Centre,North,16.17,74.7,"42,91",card
T11006197,2025-02-16 05:47:00,DR-1014,VH-026,West,Airport,10.45,39.7,"26,53",cash
T11006198,2025-05-04 23:20:00,DR-1034,VH-039,West,North,6.45,20.4,"16,53",card
T11006199,2025-01-26 03:48:00,DR-1009,VH-036,North,Centre,7.86,37.3,"22,88",card
T11006200,2025-05-26 04:18:00,DR-1023,VH-031,North,North,4.61,21.4,"14,69",wallet
T11006201,2025-01-02 11:27:00,DR-1021,VH-015,East,West,10.26,48.6,"28,81",cash
T11006202,2025-01-03 23:29:00,DR-1037,VH-011,Airport,Port,16.11,54.5,"37,19",CASH
T11006203,2025-06-08 22:24:00,DR-1054,VH-018,North,Suburbs,3.84,15.4,"12,13",card
T11006204,2025-03-08 03:59:00,DR-1035,VH-023,Airport,East,6.35,23.5,"17,28",card
T11006205,2025-03-13 15:45:00,DR-1019,VH-026,Centre,Airport,2.49,14.7,"10,38",Card
T11006206,2025-06-12 02:14:00,DR-1043,VH-018,Centre,Centre,2.62,12.4,"9,89",wallet
T11006207,2025-03-25 03:09:00,DR-1047,VH-011,Port,Centre,4.32,18.3,"13,49",CASH
T11006208,2025-03-30 16:34:00,DR-1048,VH-026,East,North,2.3,11.5,"9,26",wallet
T11006209,2025-04-15 18:47:00,DR-1024,VH-033,North,Suburbs,3.75,16.2,"12,25",Card
T11006210,2025-05-06 06:36:00,DR-1013,VH-040,Port,West,7.85,30.1,"20,86",Card
T11006211,2025-03-30 12:01:00,DR-1045,VH-042,Centre,West,8.48,28.1,"21,02",card
T11006212,2025-05-28 16:32:00,DR-1017,VH-010,Centre,East,3.57,18.8,"12,77",wallet
T11006213,2025-03-15 20:11:00,DR-1035,VH-004,Port,Port,16.81,47.6,"36,06",CASH
T11006214,2025-01-02 07:49:00,DR-1058,VH-019,Port,East,6.88,25.9,"18,56",CASH
T11006215,2025-06-15 21:10:00,DR-1020,VH-041,North,Suburbs,9.37,37.3,"24,62",wallet
T11006216,2025-05-21 12:34:00,DR-1066,VH-014,Airport,Airport,4.46,15.2,"12,78",Card
T11006217,2025-02-05 09:57:00,DR-1052,VH-007,Port,Port,5.66,27.9,"17,72",cash
T11006218,2025-06-17 02:44:00,DR-1061,VH-030,Airport,East,7.53,28.9,"20,15",CASH
T11006219,2025-01-04 22:07:00,DR-1052,VH-009,Airport,East,8.48,32.4,"22,22",cash
T11006220,2025-01-05 23:10:00,DR-1034,VH-009,Port,North,21.5,62.3,"45,57",CASH
T11006221,2025-03-06 13:49:00,DR-1021,VH-008,Suburbs,Airport,4.56,17.9,"13,66",card
T11006222,2025-04-01 02:46:00,DR-1007,VH-024,North,East,23.81,68.0,"49,82",card
T11006223,2025-02-17 16:49:00,DR-1053,VH-023,North,,12.87,37.2,"28,62",CASH
T11006224,2025-01-22 10:45:00,DR-1062,VH-008,Port,Port,4.18,19.7,"13,72",card
T11006225,2025-01-23 01:45:00,DR-1046,VH-020,East,Port,3.13,13.5,"10,78",card
T11006226,2025-01-06 19:55:00,DR-1027,VH-011,North,Centre,4.44,23.2,"15,00",card
T11006227,2025-05-11 11:17:00,DR-1058,VH-021,West,Suburbs,5.97,20.2,"15,92",wallet
T11006228,2025-06-13 20:48:00,DR-1033,VH-012,Suburbs,Port,2.17,13.1,"9,56",card
T11006229,2025-01-12 08:44:00,DR-1007,VH-025,Suburbs,Port,7.25,34.9,"21,51",Card
T11006230,2025-05-17 15:31:00,DR-1016,VH-013,East,Centre,8.23,31.7,"21,74",cash
T11006231,2025-03-27 21:27:00,DR-1030,VH-015,Airport,Suburbs,12.07,32.4,"26,35",CASH
T11006232,2025-04-28 15:42:00,DR-1045,VH-001,West,West,3.45,16.6,"12,02",wallet
T11006233,2025-05-29 05:39:00,DR-1018,VH-006,Suburbs,West,5.75,28.7,"18,05",Card
T11006234,2025-05-26 23:48:00,DR-1041,VH-011,Port,North,5.18,23.3,"15,88",CASH
T11006235,2025-06-06 06:48:00,DR-1048,VH-033,West,Port,0.0,30.2,"22,84",card
T11006236,2025-03-15 22:06:00,DR-1055,VH-034,Airport,East,12.38,44.3,"30,04",wallet
T11006237,2025-01-18 02:45:00,DR-1041,VH-001,East,Port,2.41,11.6,"9,42",cash
T11006238,2025-03-05 13:21:00,DR-1001,VH-041,Airport,,19.85,70.8,"46,05",CASH
T11006239,2025-06-21 09:17:00,DR-1063,VH-036,Airport,Airport,3.82,15.5,"12,13",Card
T11006240,2025-01-06 16:27:00,DR-1017,VH-036,Airport,Centre,1.56,10.1,"8,02",CASH
T11006241,2025-04-18 19:21:00,DR-1059,VH-020,East,West,18.27,53.7,"39,45",Card
T11006242,2025-05-31 18:47:00,DR-1053,VH-022,North,West,10.05,39.2,"25,93",Card
T11006243,2025-05-31 17:44:00,DR-1039,VH-037,Airport,East,3.44,16.7,"12,03",card
T11006244,2025-06-26 15:05:00,DR-1052,VH-037,North,North,5.14,22.4,"15,58",cash
T11006245,2025-01-17 01:28:00,DR-1016,VH-042,Airport,Centre,5.91,32.5,"19,30",cash
T11006246,2025-03-26 16:35:00,DR-1064,VH-021,Port,East,4.45,16.5,"13,14",card
T11006247,2025-05-17 12:54:00,DR-1042,VH-015,Port,North,3.86,16.3,"12,40",wallet
T11006248,2025-01-30 00:58:00,DR-1048,VH-013,Suburbs,East,7.21,25.0,"18,69",Card
T11006249,2025-03-12 02:51:00,DR-1017,VH-022,North,Centre,6.38,20.0,"16,34",CASH
T11006250,2025-02-10 11:19:00,DR-1042,VH-039,Airport,Centre,3.66,11.1,"10,72",card
T11006251,2025-01-26 09:03:00,DR-1012,VH-022,North,,4.29,19.4,"13,77",wallet
T11006252,2025-03-18 15:18:00,DR-1038,VH-040,East,Airport,7.39,26.3,"19,26",wallet
T11006253,2025-01-29 16:26:00,DR-1039,VH-007,Suburbs,Suburbs,6.86,31.7,"20,16",Card
T11006254,2025-04-18 10:38:00,DR-1026,VH-021,Airport,Suburbs,3.71,16.1,"12,17",card
T11006255,2025-03-10 09:25:00,DR-1065,VH-036,Centre,East,8.14,36.4,"22,95",card
T11006256,2025-02-08 14:20:00,DR-1059,VH-017,Airport,West,4.6,20.9,"14,54",wallet
T11006257,2025-05-14 03:52:00,DR-1061,VH-019,North,West,4.85,22.6,"15,31",cash
T11006258,2025-02-04 12:20:00,DR-1041,VH-028,Airport,Suburbs,4.7,17.0,"13,57",Card
T11006259,2025-06-20 17:02:00,DR-1014,VH-020,East,West,13.24,53.2,"33,52",Card
T11006260,2025-05-02 02:26:00,DR-1049,VH-011,North,Suburbs,7.54,19.4,"17,50",CASH
T11006261,2025-01-04 17:15:00,DR-1003,VH-035,Port,Centre,5.52,16.5,"14,37",cash
T11006262,2025-05-13 12:52:00,DR-1032,VH-025,West,North,6.19,22.8,"16,90",cash
T11006263,2025-06-25 20:17:00,DR-1038,VH-040,West,West,4.45,20.7,"14,31",wallet
T11006264,2025-05-27 02:13:00,DR-1015,VH-031,Suburbs,Centre,4.43,18.8,"13,76",wallet
T11006265,2025-02-04 08:05:00,DR-1060,VH-004,Port,Centre,3.38,14.1,"11,24",cash
T11006266,2025-05-27 04:41:00,DR-1049,VH-017,East,Centre,14.06,53.0,"34,41",Card
T11006267,2025-02-10 20:13:00,DR-1018,VH-033,Port,North,1.75,11.9,"8,74",card
T11006268,2025-02-17 10:53:00,DR-1055,VH-027,North,East,2.83,16.6,"11,30",wallet
T11006269,2025-01-08 01:12:00,DR-1013,VH-032,Suburbs,Airport,2.99,14.9,"11,01",CASH
T11006270,2025-04-19 00:04:00,DR-1011,VH-011,Suburbs,East,10.7,38.9,"26,60",cash
T11006271,2025-05-06 10:45:00,DR-1007,VH-010,Port,West,13.18,47.9,"31,97",cash
T11006272,2025-03-18 23:25:00,DR-1019,VH-016,Port,North,7.17,29.8,"19,99",wallet
T11006273,2025-06-01 03:49:00,DR-1020,VH-030,West,Airport,5.44,21.0,"15,54",Card
T11006274,2025-01-24 06:29:00,DR-1054,VH-008,East,Centre,11.73,55.6,"32,46",CASH
T11006275,2025-06-04 08:18:00,DR-1007,VH-003,Suburbs,Port,5.96,31.9,"19,19",wallet
T11006276,2025-01-03 16:26:00,DR-1036,VH-006,North,East,4.92,24.0,"15,78",card
T11006277,2025-03-19 22:32:00,DR-1011,VH-013,Airport,Port,8.18,41.3,"24,37",wallet
T11006278,2025-02-12 20:10:00,DR-1046,VH-003,Airport,Suburbs,4.03,11.9,"11,37",CASH
T11006279,2025-01-29 03:54:00,DR-1025,VH-022,Port,Airport,3.97,15.5,"12,31",CASH
T11006280,2025-02-05 14:53:00,DR-1037,VH-042,Port,Suburbs,1.83,9.8,"8,25",card
T11006281,2025-01-21 17:29:00,DR-1007,VH-009,Suburbs,Centre,3.52,14.0,"11,37",card
T11006282,2025-05-13 22:21:00,DR-1034,VH-042,Centre,Port,7.98,38.3,"23,30",CASH
T11006283,2025-01-22 23:01:00,DR-1008,VH-036,Airport,North,2.63,15.5,"10,76",cash
T11006284,2025-03-31 01:00:00,DR-1041,VH-038,Suburbs,Suburbs,13.67,56.8,"35,02",Card
T11006285,2025-05-24 23:15:00,DR-1040,VH-030,North,Centre,15.6,63.7,"39,18",Card
T11006286,2025-04-05 09:21:00,DR-1010,VH-028,Suburbs,Centre,1.32,5.4,"6,43",card
T11006287,2025-04-03 01:20:00,DR-1017,VH-014,Suburbs,Suburbs,8.67,32.4,"22,44",CASH
T11006288,2025-04-10 04:33:00,DR-1040,VH-031,Airport,East,4.16,17.3,"13,03",wallet
T11006289,2025-04-03 09:38:00,DR-1028,VH-027,East,North,5.28,23.8,"16,14",wallet
T11006290,2025-06-10 06:16:00,DR-1026,VH-035,North,Port,7.89,24.8,"19,42",wallet
T11006291,2025-05-29 23:32:00,DR-1027,VH-028,East,Suburbs,9.12,43.3,"26,01",Card
T11006292,2025-04-14 02:03:00,DR-1004,VH-005,Centre,West,2.72,13.8,"10,39",CASH
T11006293,2025-05-01 02:21:00,DR-1052,VH-040,East,West,3.8,20.4,"13,48",card
T11006294,2025-04-10 14:11:00,DR-1016,VH-011,Port,West,3.03,13.9,"10,78",card
T11006295,2025-05-22 14:01:00,DR-1014,VH-019,Suburbs,Centre,3.42,12.7,"10,89",card
T11006296,2025-03-23 09:39:00,DR-1025,VH-027,Suburbs,North,6.08,17.6,"15,32",cash
T11006297,2025-03-17 10:13:00,DR-1039,VH-027,Centre,Port,2.62,13.6,"10,22",cash
T11006298,2025-02-14 05:18:00,DR-1049,VH-009,North,North,5.87,28.3,"18,07",cash
T11006299,2025-02-25 10:08:00,DR-1063,VH-030,Suburbs,Airport,4.79,16.7,"13,58",cash
T11006300,2025-06-19 01:08:00,DR-1053,VH-011,West,West,3.93,12.9,"11,53",Card
T11006301,2025-02-19 19:17:00,DR-1005,VH-012,North,,2.07,12.1,"9,17",cash
T11006302,2025-05-28 15:53:00,DR-1002,VH-036,North,Centre,4.22,16.4,"12,84",card
T11006303,2025-04-25 07:22:00,DR-1048,VH-040,Centre,East,2.11,8.7,"8,26",CASH
T11006304,2025-02-04 15:03:00,DR-1026,VH-022,Suburbs,North,5.35,27.3,"17,20",card
T11006305,2025-02-16 09:27:00,DR-1063,VH-031,Port,Port,1.77,7.3,"7,48",wallet
T11006306,2025-06-11 08:53:00,DR-1026,VH-019,Centre,Airport,0.96,8.7,"6,94",cash
T11006307,2025-01-14 11:20:00,DR-1042,VH-010,Airport,Suburbs,1.27,10.8,"7,88",card
T11006308,2025-03-27 20:52:00,DR-1051,VH-011,Port,Centre,10.05,31.2,"23,69",Card
T11006309,2025-05-07 15:11:00,DR-1006,VH-027,Port,Centre,3.41,17.6,"12,25",Card
T11006310,2025-02-12 21:16:00,DR-1050,VH-015,West,Suburbs,15.53,59.1,"37,81",cash
T11006311,2025-05-08 15:57:00,DR-1030,VH-016,Airport,East,8.78,41.8,"25,20",wallet
T11006312,2025-05-17 04:27:00,DR-1020,VH-032,West,North,3.39,19.3,"12,70",card
T11006313,2025-04-15 10:40:00,DR-1027,VH-006,North,Port,12.76,59.9,"34,85",card
T11006314,2025-06-25 00:52:00,DR-1004,VH-026,Port,North,14.13,39.7,"30,77",card
T11006315,2025-03-17 16:47:00,DR-1057,VH-041,Suburbs,Centre,7.24,32.5,"20,83",card
T11006316,2025-02-02 20:26:00,DR-1035,VH-042,North,Centre,4.26,22.4,"14,57",Card
T11006317,2025-01-17 06:17:00,DR-1027,VH-028,Port,North,1.57,11.0,"8,29",CASH
T11006318,2025-05-07 04:34:00,DR-1057,VH-018,Centre,West,2.78,17.0,"11,36",cash
T11006319,2025-04-18 11:09:00,DR-1031,VH-007,East,North,7.91,29.1,"20,64",cash
T11006320,2025-02-15 19:10:00,DR-1059,VH-038,Centre,West,2.06,11.1,"8,88",Card
T11006321,2025-04-25 17:10:00,DR-1005,VH-038,Airport,East,11.47,45.6,"29,36",wallet
T11006322,2025-04-10 18:58:00,DR-1064,VH-031,Port,Centre,2.15,11.6,"9,12",wallet
T11006323,2025-01-23 19:49:00,DR-1012,VH-023,Suburbs,West,2.95,16.4,"11,38",card
T11006324,2025-03-25 05:37:00,DR-1060,VH-005,East,Airport,5.61,18.1,"14,92",Card
T11006325,2025-04-01 01:01:00,DR-1011,VH-002,Port,Airport,4.67,18.7,"14,01",Card
T11006326,2025-06-30 07:52:00,DR-1028,VH-017,East,Centre,5.41,20.2,"15,28",cash
T11006327,2025-02-14 04:57:00,DR-1061,VH-036,North,Centre,5.4,19.3,"15,01",card
T11006328,2025-05-22 17:16:00,DR-1065,VH-015,Port,East,6.25,30.0,"18,99",Card
T11006329,2025-05-31 00:45:00,DR-1044,VH-014,Port,Suburbs,3.6,16.5,"12,16",CASH
