txn_date,vehicle_id,litres,price_per_litre,total_cost,station,card_ref
25/05/2026,VH-025,"6,57","1,840","€ 12,10",BP,FC862366
01/06/2026,VH-025,"9,81","1,771","€ 17,37",eko,FC953844
14/07/2025,VH-025,"11,43","1,921","€ 21,95",Avin,FC549619
25/02/2025,VH-025,"13,71","1,915","€ 26,26",Shell,FC818961
13/02/2026,VH-025,"15,91","1,641","€ 26,12",shell,FC473555
17/04/2026,VH-025,"9,32","1,681","€ 15,67",eko,FC774860
22/04/2026,VH-025,"13,60","1,938","€ 26,35",Shell,FC979860
21/06/2026,VH-025,"9,54","1,529","€ 14,58",Shell,FC816305
29/11/2025,VH-025,"12,52","1,633","€ 20,45",Avin,FC203640
14/06/2026,VH-025,"6,02","1,612","€ 9,70",EKO,FC387110
12/03/2026,VH-025,"11,31","1,544","€ 17,47",eko,FC535640
31/03/2025,VH-025,"9,40","1,804","€ 16,96",Shell,FC211564
05/03/2025,VH-025,"8,51","1,812","€ 15,43",Shell,FC649688
10/12/2025,VH-025,"14,07","1,865","€ 26,24",Avin,FC231577
16/05/2026,VH-025,"9,33","1,713","€ 15,99",EKO,FC715696
11/04/2026,VH-025,"10,80","1,851","€ 19,98",Avin,FC180105
12/02/2025,VH-025,"10,69","1,899","€ 20,30",shell,FC965476
03/11/2025,VH-025,"8,73","1,914","€ 16,71",Avin,FC281698
11/03/2026,VH-025,"9,39","1,791","€ 16,82",Avin,FC376198
07/07/2026,VH-025,"11,14","1,675","€ 18,65",Avin,FC854772
05/02/2026,VH-025,"14,03","1,726","€ 24,21",Shell,FC389340
20/01/2025,VH-025,"8,50","1,864","€ 15,84",EKO,FC338956
10/01/2026,VH-025,"14,03","1,812","€ 25,43",EKO,FC353255
28/05/2025,VH-025,"7,10","1,620","€ 11,51",EKO,FC171854
12/10/2025,VH-025,"11,22","1,576","€ 17,68",BP,FC661266
30/06/2025,VH-025,"12,07","1,899","€ 22,91",Shell,FC518994
04/06/2025,VH-025,"8,04","1,609","€ 12,94",Shell,FC435165
02/01/2026,VH-025,"13,30","1,810","€ 24,08",shell,FC896691
09/06/2025,VH-025,"16,76","1,845","€ 30,92",eko,FC191271
31/05/2025,VH-025,"13,06","1,847","€ 24,13",Avin,FC685799
19/09/2025,VH-025,"11,27","1,759","€ 19,82",Shell,FC558635
03/01/2026,VH-025,"9,86","1,935","€ 19,08",EKO,FC819304
10/06/2026,VH-025,"12,53","1,629","€ 20,42",Shell,FC128183
16/09/2025,VH-025,"17,72","1,535","€ 27,20",EKO,FC316299
30/12/2025,VH-025,"8,09","1,763","€ 14,26",Shell,FC398522
28/09/2025,VH-025,"10,19","1,728","€ 17,62",shell,FC711165
06/01/2026,VH-025,"15,06","1,738","€ 26,18",eko,FC141276
06/06/2026,VH-025,"10,36","1,815","€ 18,80",EKO,FC313912
13/07/2026,VH-025,"13,15","1,732","€ 22,77",Shell,FC646020
26/06/2025,VH-025,"8,53","1,914","€ 16,33",BP,FC864136
19/02/2025,VH-025,"13,54","1,564","€ 21,18",eko,FC225020
18/05/2025,VH-025,"8,35","1,917","€ 16,00",eko,FC643218
03/01/2026,VH-025,"17,93","1,565","€ 28,06",eko,FC300144
02/07/2025,VH-025,"7,70","1,908","€ 14,69",Avin,FC499371
20/07/2025,VH-025,"14,07","1,807","€ 25,43",Shell,FC967529
15/05/2025,VH-025,"16,64","1,586","€ 26,40",eko,FC161451
26/11/2025,VH-025,"11,75","1,851","€ 21,74",BP,FC779757
27/06/2025,VH-025,"8,01","1,523","€ 12,20",eko,FC770956
04/09/2025,VH-025,"11,42","1,806","€ 20,62",eko,FC172377
16/04/2026,VH-025,"13,46","1,762","€ 23,71",BP,FC745876
06/11/2025,VH-025,"9,55","1,896","€ 18,11",shell,FC676094
14/03/2025,VH-025,"13,69","1,630","€ 22,32",Shell,FC156628
09/05/2026,VH-025,"7,99","1,755","€ 14,03",EKO,FC874821
21/09/2025,VH-025,"10,82","1,674","€ 18,11",shell,FC369708
27/05/2026,VH-025,"10,41","1,523","€ 15,86",BP,FC410624
20/04/2025,VH-025,"8,43","1,884","€ 15,89",Avin,FC683835
27/10/2025,VH-025,"9,32","1,794","€ 16,71",BP,FC481391
12/11/2025,VH-025,"14,64","1,789","€ 26,19",EKO,FC799304
11/04/2025,VH-025,"9,26","1,577","€ 14,61",shell,FC450106
18/05/2026,VH-025,"8,69","1,721","€ 14,95",eko,FC421303
08/03/2025,VH-025,"8,88","1,711","€ 15,19",eko,FC698294
17/06/2026,VH-025,"10,45","1,831","€ 19,13",Avin,FC563286
12/03/2025,VH-025,"11,68","1,811","€ 21,16",Avin,FC577250
21/06/2025,VH-025,"7,56","1,860","€ 14,06",Shell,FC691958
11/02/2025,VH-026,"24,59","0,514","€ 12,64",BP,FC958306
26/06/2026,VH-026,"26,88","0,513","€ 13,79",shell,FC172909
24/01/2026,VH-026,"34,15","0,373","€ 12,74",Avin,FC624371
13/01/2025,VH-026,,"0,412","€ 11,72",shell,FC244478
12/01/2025,VH-026,"47,51","0,294","€ 13,97",eko,FC373119
10/12/2025,VH-026,"37,30","0,296","€ 11,04",Shell,FC372249
31/03/2026,VH-026,"29,78","0,358","€ 10,66",Avin,FC981409
29/06/2026,VH-026,"32,60","0,511","€ 16,66",Avin,FC437744
11/05/2026,VH-026,"17,28","0,451","€ 7,79",BP,FC166587
11/02/2025,VH-026,"23,91","0,501","€ 11,98",Avin,FC926221
04/09/2025,VH-026,"49,21","0,337","€ 16,58",Shell,FC192221
08/07/2025,VH-026,"36,45","0,319","€ 11,63",BP,FC189918
12/10/2025,VH-026,"21,87","0,519","€ 11,35",Avin,FC222269
22/06/2026,VH-026,"21,86","0,446","€ 9,75",BP,FC871226
15/12/2025,VH-026,"40,66","0,296","€ 12,03",eko,FC405898
22/11/2025,VH-026,"24,30","0,470","€ 11,42",shell,FC277883
10/02/2026,VH-026,"36,82","0,315","€ 11,60",Avin,FC674223
19/09/2025,VH-026,"45,10","0,368","€ 16,60",Shell,FC607726
30/06/2026,VH-026,"28,31","0,370","€ 10,48",EKO,FC435376
30/12/2025,VH-026,"39,04","0,459","€ 17,92",BP,FC180451
05/01/2026,VH-026,"28,76","0,322","€ 9,26",BP,FC310553
26/10/2025,VH-026,"63,28","0,323","€ 20,44",Shell,FC883515
04/09/2025,VH-026,"27,46","0,392","€ 10,77",Avin,FC930172
12/07/2026,VH-026,"31,49","0,387","€ 12,19",EKO,FC682723
27/02/2026,VH-026,"25,39","0,345","€ 8,76",Shell,FC677520
11/06/2026,VH-026,"24,31","0,348","€ 8,46",shell,FC852182
05/01/2026,VH-026,,"0,290","€ 15,94",EKO,FC714052
19/10/2025,VH-026,"32,42","0,368","€ 11,93",EKO,FC832183
22/01/2026,VH-026,"33,63","0,390","€ 13,12",eko,FC499860
11/07/2026,VH-026,"26,81","0,429","€ 11,50",shell,FC801561
09/08/2025,VH-026,"30,63","0,494","€ 15,13",BP,FC539434
12/10/2025,VH-026,"45,99","0,328","€ 15,09",Shell,FC946456
08/10/2025,VH-026,"31,90","0,447","€ 14,26",shell,FC745754
16/11/2025,VH-026,"32,17","0,318","€ 10,23",eko,FC206049
03/06/2026,VH-026,"14,84","0,501","€ 7,43",eko,FC287475
08/02/2025,VH-026,"25,30","0,438","€ 11,08",eko,FC868226
28/10/2025,VH-026,"42,83","0,354","€ 15,16",Shell,FC258128
05/01/2026,VH-026,"20,08","0,506","€ 10,16",shell,FC268671
29/11/2025,VH-026,"14,68","0,413","€ 6,06",Shell,FC791892
28/04/2025,VH-026,"24,35","0,383","€ 9,33",eko,FC409691
22/09/2025,VH-026,"14,43","0,312","€ 4,50",eko,FC759030
27/02/2026,VH-026,"29,92","0,351","€ 10,50",EKO,FC379517
10/03/2026,VH-026,"29,97","0,422","€ 12,65",BP,FC320382
06/05/2025,VH-026,"33,86","0,462","€ 15,64",EKO,FC953632
09/06/2025,VH-026,"28,71","0,437","€ 12,55",eko,FC768183
23/11/2025,VH-026,"28,41","0,467","€ 13,27",eko,FC810314
04/01/2026,VH-026,"24,33","0,390","€ 9,49",eko,FC122040
28/02/2026,VH-026,"20,17","0,428","€ 8,63",Shell,FC869168
05/01/2025,VH-026,"30,97","0,479","€ 14,83",shell,FC921548
22/03/2026,VH-026,"37,15","0,339","€ 12,59",EKO,FC380098
19/02/2026,VH-026,"25,30","0,505","€ 12,78",Avin,FC536594
31/05/2026,VH-026,"34,29","0,401","€ 13,75",BP,FC344185
27/01/2025,VH-026,,"0,458","€ 15,97",shell,FC618349
04/01/2025,VH-026,"42,13","0,361","€ 15,21",EKO,FC335485
07/01/2026,VH-026,"43,77","0,325","€ 14,22",Avin,FC761434
23/01/2025,VH-026,"44,47","0,296","€ 13,16",BP,FC343744
21/01/2026,VH-026,"37,98","0,402","€ 15,27",BP,FC100595
20/10/2025,VH-026,"29,76","0,332","€ 9,88",EKO,FC422818
15/04/2026,VH-026,"43,01","0,301","€ 12,95",Avin,FC771861
07/05/2026,VH-026,"34,21","0,299","€ 10,23",Shell,FC913808
12/04/2026,VH-026,"26,54","0,492","€ 13,06",EKO,FC640198
25/01/2025,VH-026,"41,72","0,358","€ 14,93",Avin,FC463005
30/01/2026,VH-026,"28,12","0,293","€ 8,24",BP,FC451229
08/06/2026,VH-026,"43,67","0,349","€ 15,24",eko,FC338458
01/03/2026,VH-026,"30,20","0,443","€ 13,38",eko,FC640547
28/02/2026,VH-026,"22,20","0,498","€ 11,06",BP,FC604051
24/12/2025,VH-026,,"0,345","€ 14,22",BP,FC649759
11/07/2025,VH-026,"26,21","0,334","€ 8,75",Shell,FC854651
25/05/2025,VH-026,"32,16","0,453","€ 14,57",EKO,FC120366
30/06/2025,VH-026,"18,09","0,473","€ 8,56",BP,FC541971
06/09/2025,VH-026,"24,61","0,440","€ 10,83",EKO,FC755415
12/06/2026,VH-026,"21,57","0,460","€ 9,92",Shell,FC510180
29/07/2025,VH-026,"32,96","0,358","€ 11,80",shell,FC504009
11/04/2026,VH-026,"12,45","0,433","€ 5,39",eko,FC632523
16/11/2025,VH-026,"26,32","0,502","€ 13,21",Avin,FC450850
06/07/2025,VH-026,"59,56","0,286","€ 17,04",eko,FC423059
29/12/2025,VH-026,"31,52","0,481","€ 15,16",BP,FC172423
14/02/2026,VH-026,"18,95","0,427","€ 8,09",BP,FC411894
10/05/2025,VH-026,"29,03","0,486","€ 14,11",EKO,FC497793
29/06/2025,VH-026,"22,27","0,462","€ 10,29",Avin,FC426403
27/07/2025,VH-026,"37,59","0,473","€ 17,78",EKO,FC874174
11/07/2026,VH-026,"39,15","0,413","€ 16,17",EKO,FC249689
03/03/2026,VH-026,"28,67","0,314","€ 9,00",Shell,FC771144
15/06/2025,VH-026,"48,50","0,293","€ 14,21",Avin,FC982797
14/01/2026,VH-026,"21,10","0,474","€ 10,00",Avin,FC956701
09/09/2025,VH-026,"32,41","0,344","€ 11,15",Shell,FC719749
29/04/2026,VH-026,,"0,519","€ 14,63",EKO,FC761846
17/10/2025,VH-026,"47,09","0,285","€ 13,42",BP,FC202162
10/03/2025,VH-026,"31,57","0,315","€ 9,94",Shell,FC625883
28/04/2026,VH-026,"40,19","0,330","€ 13,26",Shell,FC937258
26/06/2026,VH-026,"21,21","0,488","€ 10,35",Avin,FC149520
30/07/2025,VH-026,"26,18","0,476","€ 12,46",eko,FC343747
02/07/2026,VH-026,"42,83","0,480","€ 20,56",BP,FC957265
17/01/2026,VH-026,"54,54","0,329","€ 17,94",eko,FC128626
11/12/2025,VH-026,"49,42","0,314","€ 15,52",eko,FC140613
27/08/2025,VH-026,"33,44","0,490","€ 16,38",BP,FC766425
13/06/2025,VH-026,"20,46","0,434","€ 8,88",eko,FC635912
20/06/2026,VH-026,"25,91","0,508","€ 13,16",BP,FC794079
05/01/2025,VH-026,"19,09","0,395","€ 7,54",BP,FC567061
20/12/2025,VH-026,"47,00","0,325","€ 15,28",Shell,FC677181
29/08/2025,VH-026,"45,71","0,318","€ 14,54",Avin,FC980136
13/07/2025,VH-026,"24,07","0,421","€ 10,13",Shell,FC780670
27/12/2025,VH-026,"40,67","0,280","€ 11,39",EKO,FC640510
19/09/2025,VH-026,"29,58","0,351","€ 10,38",Shell,FC665831
09/05/2026,VH-026,"41,66","0,475","€ 19,79",BP,FC271663
05/02/2026,VH-026,"52,43","0,315","€ 16,51",Avin,FC951273
09/12/2025,VH-026,"23,38","0,490","€ 11,46",EKO,FC324796
05/01/2025,VH-026,"22,31","0,386","€ 8,61",shell,FC156392
03/07/2026,VH-026,,"0,406","€ 8,40",Avin,FC302830
29/05/2026,VH-026,"25,75","0,370","€ 9,53",Shell,FC997402
16/12/2025,VH-026,"51,53","0,282","€ 14,53",BP,FC820890
01/04/2026,VH-026,"13,62","0,518","€ 7,05",Shell,FC184355
19/01/2025,VH-026,"41,78","0,284","€ 11,87",eko,FC379323
24/01/2026,VH-026,"19,07","0,322","€ 6,14",EKO,FC683034
18/01/2026,VH-026,"20,44","0,513","€ 10,49",BP,FC791926
31/12/2025,VH-026,"25,86","0,405","€ 10,47",shell,FC712444
12/05/2025,VH-026,"36,51","0,415","€ 15,15",EKO,FC364376
09/03/2025,VH-026,"25,01","0,449","€ 11,23",shell,FC357425
06/02/2026,VH-026,"19,22","0,516","€ 9,92",EKO,FC177014
10/05/2026,VH-026,"47,23","0,290","€ 13,70",EKO,FC972871
22/03/2026,VH-026,"21,71","0,393","€ 8,53",shell,FC133303
19/01/2026,VH-026,"38,92","0,439","€ 17,09",shell,FC541753
08/05/2026,VH-026,"30,30","0,338","€ 10,24",Shell,FC780019
06/01/2025,VH-026,"39,31","0,382","€ 15,02",eko,FC476815
23/08/2025,VH-026,"34,19","0,435","€ 14,87",shell,FC255704
18/02/2026,VH-026,"37,00","0,368","€ 13,62",BP,FC762673
13/02/2025,VH-026,"40,73","0,335","€ 13,64",Shell,FC794910
05/12/2025,VH-026,"47,08","0,359","€ 16,90",Avin,FC447295
02/05/2025,VH-026,"45,03","0,336","€ 15,13",EKO,FC679698
27/10/2025,VH-026,"29,00","0,443","€ 12,85",Avin,FC674148
12/02/2025,VH-026,"35,43","0,357","€ 12,65",eko,FC950635
04/02/2026,VH-026,"15,71","0,511","€ 8,03",Shell,FC701522
24/11/2025,VH-026,"29,80","0,469","€ 13,98",EKO,FC784574
02/07/2026,VH-026,"27,00","0,445","€ 12,02",BP,FC365148
13/05/2026,VH-026,"32,80","0,457","€ 14,99",eko,FC293643
18/06/2025,VH-026,"30,37","0,447","€ 13,57",eko,FC490955
08/06/2025,VH-026,"51,15","0,357","€ 18,26",shell,FC935569
15/09/2025,VH-026,"39,13","0,313","€ 12,25",Shell,FC904771
27/01/2026,VH-026,"32,91","0,379","€ 12,47",eko,FC343892
23/01/2025,VH-026,,"0,437","€ 10,57",shell,FC756768
19/06/2025,VH-026,"48,48","0,396","€ 19,20",EKO,FC394849
13/05/2025,VH-026,"38,55","0,333","€ 12,84",EKO,FC419331
12/06/2025,VH-026,"35,13","0,331","€ 11,63",Shell,FC727200
05/04/2026,VH-026,"29,22","0,392","€ 11,45",Avin,FC882027
28/10/2025,VH-026,"58,64","0,290","€ 17,00",shell,FC748686
14/09/2025,VH-026,"32,11","0,386","€ 12,40",Avin,FC270749
12/01/2025,VH-026,"32,08","0,499","€ 16,01",shell,FC421947
01/08/2025,VH-026,"58,99","0,318","€ 18,76",Shell,FC349239
12/09/2025,VH-026,"55,15","0,285","€ 15,72",EKO,FC801114
10/05/2025,VH-026,"44,25","0,318","€ 14,07",shell,FC663798
24/01/2025,VH-026,"42,69","0,465","€ 19,85",eko,FC471858
18/11/2025,VH-026,"28,07","0,427","€ 11,98",shell,FC573949
30/09/2025,VH-026,"33,90","0,304","€ 10,31",BP,FC964437
27/10/2025,VH-026,"26,01","0,434","€ 11,29",EKO,FC390248
13/03/2025,VH-026,"45,66","0,318","€ 14,52",Avin,FC182674
25/04/2025,VH-027,"26,16","0,495","€ 12,95",shell,FC710797
04/04/2026,VH-027,"28,65","0,308","€ 8,82",EKO,FC987744
16/02/2026,VH-027,"47,15","0,353","€ 16,64",shell,FC701730
28/01/2026,VH-027,"27,43","0,516","€ 14,15",EKO,FC541459
13/01/2025,VH-027,"31,56","0,451","€ 14,23",Shell,FC537844
23/03/2026,VH-027,"22,93","0,496","€ 11,38",eko,FC700115
20/05/2026,VH-027,"30,52","0,422","€ 12,88",EKO,FC822037
11/08/2025,VH-027,"30,51","0,409","€ 12,48",Shell,FC392775
16/06/2025,VH-027,"20,59","0,424","€ 8,73",eko,FC287177
06/08/2025,VH-027,"28,15","0,476","€ 13,40",Avin,FC665857
27/06/2026,VH-027,"25,36","0,491","€ 12,45",shell,FC951037
28/06/2026,VH-027,"37,20","0,377","€ 14,02",EKO,FC385560
24/12/2025,VH-027,"28,06","0,517","€ 14,51",EKO,FC860693
09/05/2026,VH-027,"54,84","0,287","€ 15,74",Avin,FC535044
06/11/2025,VH-027,"25,34","0,436","€ 11,05",Avin,FC305219
05/01/2026,VH-027,"27,29","0,456","€ 12,44",eko,FC408324
10/04/2026,VH-027,"25,00","0,487","€ 12,18",Shell,FC544076
16/04/2026,VH-027,"25,98","0,308","€ 8,00",Avin,FC555977
09/04/2026,VH-027,"27,82","0,476","€ 13,24",eko,FC268484
08/03/2025,VH-027,"16,93","0,464","€ 7,86",Avin,FC370734
09/08/2025,VH-027,"32,87","0,478","€ 15,71",Avin,FC796922
14/01/2026,VH-027,"9,80","0,495","€ 4,85",EKO,FC152079
10/05/2026,VH-027,"22,55","0,402","€ 9,06",shell,FC671936
02/06/2026,VH-027,"30,28","0,473","€ 14,32",shell,FC859086
01/05/2025,VH-027,"33,13","0,401","€ 13,29",shell,FC673974
20/11/2025,VH-027,"25,48","0,478","€ 12,18",BP,FC774872
26/09/2025,VH-027,"59,72","0,305","€ 18,22",EKO,FC538083
02/07/2026,VH-027,"39,16","0,345","€ 13,51",Shell,FC140513
22/07/2025,VH-027,"32,48","0,500","€ 16,24",eko,FC714688
20/12/2025,VH-027,"26,20","0,334","€ 8,75",BP,FC636811
17/03/2025,VH-027,"31,54","0,444","€ 14,01",EKO,FC155963
03/08/2025,VH-027,"21,09","0,364","€ 7,68",BP,FC701503
09/06/2025,VH-027,"36,56","0,459","€ 16,78",shell,FC690426
07/04/2025,VH-027,,"0,456","€ 14,30",shell,FC188429
02/04/2025,VH-027,"39,85","0,351","€ 13,99",eko,FC914488
28/01/2025,VH-027,"45,49","0,314","€ 14,28",BP,FC317405
27/01/2025,VH-027,"18,58","0,475","€ 8,83",EKO,FC269013
05/11/2025,VH-027,"12,11","0,439","€ 5,32",Shell,FC308910
05/06/2026,VH-027,"11,79","0,433","€ 5,11",eko,FC254671
13/02/2026,VH-027,"22,74","0,517","€ 11,75",EKO,FC260658
14/03/2025,VH-027,"34,70","0,423","€ 14,68",Avin,FC356936
23/03/2025,VH-027,"27,19","0,494","€ 13,43",Avin,FC543866
27/10/2025,VH-027,"43,71","0,281","€ 12,28",eko,FC689527
19/04/2026,VH-027,"42,32","0,414","€ 17,52",EKO,FC760160
14/05/2025,VH-027,"16,28","0,494","€ 8,04",Shell,FC566543
07/12/2025,VH-027,"36,20","0,324","€ 11,73",shell,FC140789
02/03/2025,VH-027,"36,53","0,370","€ 13,52",BP,FC786270
18/03/2026,VH-027,"21,14","0,485","€ 10,25",Avin,FC281200
30/07/2025,VH-027,"53,36","0,312","€ 16,65",eko,FC858744
19/08/2025,VH-027,"28,50","0,408","€ 11,63",eko,FC397896
28/02/2026,VH-027,"42,71","0,349","€ 14,91",shell,FC882521
25/11/2025,VH-027,"34,47","0,445","€ 15,34",EKO,FC411197
15/04/2026,VH-027,"41,96","0,321","€ 13,47",EKO,FC379233
20/03/2025,VH-027,"28,24","0,327","€ 9,24",Avin,FC839708
29/05/2025,VH-027,"36,41","0,430","€ 15,66",EKO,FC849975
11/07/2025,VH-027,"24,18","0,502","€ 12,14",eko,FC773002
17/04/2025,VH-027,"31,81","0,400","€ 12,72",Avin,FC586166
28/11/2025,VH-027,"47,06","0,299","€ 14,07",shell,FC885085
17/01/2025,VH-027,"14,35","0,281","€ 4,03",shell,FC697783
04/09/2025,VH-027,"23,62","0,517","€ 12,21",Shell,FC861559
15/05/2026,VH-027,"31,57","0,422","€ 13,32",shell,FC164909
10/06/2026,VH-027,"21,63","0,369","€ 7,98",Shell,FC875345
30/04/2025,VH-027,"24,89","0,421","€ 10,48",Avin,FC687907
02/02/2025,VH-027,"26,55","0,284","€ 7,54",shell,FC989312
06/06/2025,VH-027,,"0,384","€ 12,36",EKO,FC783881
13/07/2025,VH-027,"26,50","0,403","€ 10,68",EKO,FC672689
29/06/2025,VH-027,"9,03","0,451","€ 4,07",eko,FC591558
16/02/2026,VH-027,"41,12","0,324","€ 13,32",BP,FC825328
29/08/2025,VH-027,"43,49","0,373","€ 16,22",Avin,FC648235
10/02/2026,VH-027,"28,88","0,324","€ 9,36",eko,FC691257
05/09/2025,VH-027,"50,47","0,285","€ 14,38",EKO,FC180987
30/06/2026,VH-027,"18,77","0,503","€ 9,44",Avin,FC291416
02/03/2025,VH-027,"45,64","0,378","€ 17,25",BP,FC729994
27/09/2025,VH-027,"24,19","0,492","€ 11,90",BP,FC918803
02/07/2026,VH-027,"29,85","0,370","€ 11,04",shell,FC758686
07/03/2026,VH-027,"28,72","0,309","€ 8,88",BP,FC210128
14/10/2025,VH-027,"31,70","0,504","€ 15,98",BP,FC558505
13/01/2025,VH-027,"48,64","0,426","€ 20,72",eko,FC720870
07/02/2025,VH-027,"33,20","0,423","€ 14,05",shell,FC346395
03/09/2025,VH-027,"44,42","0,424","€ 18,83",Avin,FC177049
30/03/2025,VH-027,"28,95","0,408","€ 11,81",EKO,FC278544
16/10/2025,VH-027,"34,28","0,458","€ 15,70",Shell,FC264562
30/04/2025,VH-027,"36,84","0,368","€ 13,56",Avin,FC766018
17/01/2025,VH-027,"56,24","0,332","€ 18,67",shell,FC858855
29/11/2025,VH-027,"31,02","0,426","€ 13,22",Avin,FC252279
17/03/2026,VH-027,"25,74","0,486","€ 12,51",Shell,FC846920
14/02/2026,VH-027,"12,87","0,446","€ 5,74",EKO,FC109641
12/04/2026,VH-027,"19,75","0,484","€ 9,56",Avin,FC435791
05/05/2025,VH-027,"35,44","0,380","€ 13,47",shell,FC571992
02/05/2025,VH-027,"52,40","0,282","€ 14,78",EKO,FC837283
26/02/2025,VH-027,"41,12","0,304","€ 12,50",Shell,FC320653
15/08/2025,VH-027,"25,56","0,379","€ 9,69",Shell,FC364600
09/06/2026,VH-027,"38,90","0,307","€ 11,94",Shell,FC534679
21/07/2025,VH-027,"37,65","0,517","€ 19,46",Avin,FC107985
24/04/2026,VH-027,"30,17","0,346","€ 10,44",EKO,FC166792
25/05/2026,VH-027,"30,03","0,338","€ 10,15",Shell,FC982340
02/02/2025,VH-027,"38,92","0,440","€ 17,12",BP,FC146124
18/10/2025,VH-027,"41,58","0,303","€ 12,60",Avin,FC548369
27/03/2026,VH-027,"28,64","0,485","€ 13,89",BP,FC334649
17/05/2025,VH-027,"29,16","0,335","€ 9,77",Shell,FC162025
18/10/2025,VH-027,"21,29","0,467","€ 9,94",BP,FC712945
11/07/2025,VH-027,"28,52","0,417","€ 11,89",eko,FC380211
18/01/2026,VH-027,"34,90","0,457","€ 15,95",EKO,FC323868
08/10/2025,VH-027,"27,68","0,484","€ 13,40",eko,FC244229
14/06/2026,VH-027,"34,10","0,440","€ 15,00",Shell,FC600481
14/02/2026,VH-027,"28,14","0,441","€ 12,41",Shell,FC644254
02/08/2025,VH-027,"25,43","0,420","€ 10,68",Avin,FC206757
24/10/2025,VH-027,"37,35","0,379","€ 14,15",BP,FC986680
14/05/2026,VH-027,"42,69","0,319","€ 13,62",BP,FC709995
14/11/2025,VH-027,"53,43","0,359","€ 19,18",Shell,FC763672
19/02/2026,VH-027,"30,03","0,394","€ 11,83",EKO,FC763451
01/06/2026,VH-027,"47,42","0,296","€ 14,03",shell,FC633509
04/04/2025,VH-027,"34,79","0,455","€ 15,83",Shell,FC988905
12/04/2026,VH-027,"21,07","0,495","€ 10,43",Shell,FC734642
22/06/2025,VH-027,"39,95","0,389","€ 15,54",Shell,FC955542
04/05/2026,VH-027,"29,13","0,306","€ 8,91",BP,FC419729
29/10/2025,VH-027,"25,57","0,394","€ 10,07",Avin,FC956736
03/02/2026,VH-027,"29,44","0,514","€ 15,13",BP,FC397790
14/02/2026,VH-027,"36,03","0,488","€ 17,58",Avin,FC250950
19/02/2025,VH-027,"43,27","0,365","€ 15,79",shell,FC835582
30/01/2026,VH-027,,"0,471","€ 15,48",EKO,FC417266
04/02/2026,VH-027,"17,44","0,492","€ 8,58",Shell,FC296495
30/11/2025,VH-027,"32,08","0,365","€ 11,71",BP,FC554651
10/07/2026,VH-027,"44,25","0,283","€ 12,52",Shell,FC635660
13/11/2025,VH-027,"11,09","0,472","€ 5,23",BP,FC502690
05/05/2026,VH-027,"21,18","0,439","€ 9,30",EKO,FC331889
29/06/2025,VH-027,"33,43","0,406","€ 13,57",Avin,FC283364
09/03/2025,VH-027,"18,56","0,479","€ 8,89",Avin,FC591704
22/01/2025,VH-027,"53,39","0,371","€ 19,81",Avin,FC815131
17/04/2025,VH-027,"20,46","0,411","€ 8,41",EKO,FC901300
14/01/2025,VH-027,"33,14","0,455","€ 15,08",EKO,FC206979
05/04/2025,VH-027,"24,60","0,456","€ 11,22",shell,FC517682
21/06/2026,VH-027,"17,93","0,515","€ 9,24",EKO,FC441666
28/03/2026,VH-027,"38,37","0,379","€ 14,54",Avin,FC527223
23/02/2026,VH-027,"24,98","0,490","€ 12,24",Shell,FC586505
18/06/2025,VH-027,"26,15","0,376","€ 9,83",Avin,FC351257
07/07/2026,VH-027,"34,85","0,347","€ 12,09",Avin,FC347705
03/02/2025,VH-027,"30,94","0,395","€ 12,22",eko,FC305819
23/02/2026,VH-027,"32,69","0,489","€ 15,98",Shell,FC260471
12/02/2025,VH-027,"26,40","0,326","€ 8,61",eko,FC572807
16/11/2025,VH-027,"42,81","0,325","€ 13,91",shell,FC249080
25/10/2025,VH-027,"29,41","0,339","€ 9,97",Shell,FC349377
15/08/2025,VH-027,"52,64","0,298","€ 15,69",BP,FC437467
24/04/2025,VH-027,"27,24","0,483","€ 13,16",BP,FC367361
20/01/2026,VH-027,"22,90","0,465","€ 10,65",shell,FC597646
27/04/2025,VH-027,"24,52","0,480","€ 11,77",eko,FC125868
27/01/2025,VH-027,"22,69","0,505","€ 11,46",Avin,FC394462
26/04/2025,VH-027,"28,89","0,347","€ 10,02",Avin,FC513958
23/03/2025,VH-027,"41,01","0,439","€ 18,00",eko,FC724622
14/03/2025,VH-027,"45,58","0,393","€ 17,91",shell,FC463539
15/12/2025,VH-027,"43,55","0,286","€ 12,45",Shell,FC978006
26/03/2026,VH-027,"46,54","0,342","€ 15,92",eko,FC386913
13/12/2025,VH-028,"15,80","1,575","€ 24,89",BP,FC326260
27/02/2025,VH-028,"13,12","1,527","€ 20,04",BP,FC305398
08/10/2025,VH-028,"9,72","1,904","€ 18,50",eko,FC477121
08/04/2025,VH-028,"11,96","1,596","€ 19,08",Shell,FC256024
15/09/2025,VH-028,,"1,854","€ 11,57",BP,FC602274
19/04/2025,VH-028,"13,33","1,752","€ 23,36",BP,FC568838
17/10/2025,VH-028,"10,03","1,684","€ 16,89",BP,FC638548
15/04/2026,VH-028,"9,28","1,725","€ 16,00",EKO,FC475822
29/06/2026,VH-028,"11,67","1,877","€ 21,90",Shell,FC975190
09/02/2026,VH-028,"11,06","1,594","€ 17,62",Avin,FC752306
09/06/2026,VH-028,"10,41","1,632","€ 17,00",Avin,FC749031
06/07/2025,VH-028,"8,34","1,800","€ 15,02",eko,FC841683
